country,iso3c,date,pca_bag_pc1
Brazil,BRA,2007-02-01,0.107474636931018
Brazil,BRA,2007-03-01,0.395795795442577
Brazil,BRA,2007-04-01,0.0863713735202794
Brazil,BRA,2007-05-01,0.096745419340667
Brazil,BRA,2007-06-01,0.354383082057826
Brazil,BRA,2007-07-01,0.12865201942584
Brazil,BRA,2007-11-01,0.230155033312302
Brazil,BRA,2008-01-01,0.285844088078012
Brazil,BRA,2008-02-01,0.301890072728077
Brazil,BRA,2008-03-01,0.274253930528672
Brazil,BRA,2008-04-01,0.263180199333611
Brazil,BRA,2008-05-01,0.227501441145762
Brazil,BRA,2008-06-01,0.190126177533269
Brazil,BRA,2008-07-01,0.242161483041147
Brazil,BRA,2008-09-01,0.304891283638493
Brazil,BRA,2008-11-01,0.562935940990808
Brazil,BRA,2008-12-01,0.520171623519208
Brazil,BRA,2009-01-01,0.433516653657929
Brazil,BRA,2009-02-01,0.317375679419272
Brazil,BRA,2009-03-01,0.356045864082134
Brazil,BRA,2009-04-01,0.354671700075742
Brazil,BRA,2009-05-01,0.262314840095329
Brazil,BRA,2009-07-01,0.247712980458372
Brazil,BRA,2009-08-01,0.368403607947458
Brazil,BRA,2009-09-01,0.26276504115202
Brazil,BRA,2009-10-01,0.2979657206118
Brazil,BRA,2009-11-01,0.254039333917994
Brazil,BRA,2010-01-01,0.232255487112705
Brazil,BRA,2010-02-01,0.211676582267754
Brazil,BRA,2010-03-01,0.257113757468109
Brazil,BRA,2010-04-01,0.209984302112364
Brazil,BRA,2010-05-01,0.180077354253364
Brazil,BRA,2010-06-01,0.248780544553379
Brazil,BRA,2010-07-01,0.212263962576406
Brazil,BRA,2010-08-01,0.182149918932188
Brazil,BRA,2010-09-01,0.293884731217455
Brazil,BRA,2010-10-01,0.281186235853724
Brazil,BRA,2010-11-01,0.238493263479589
Brazil,BRA,2010-12-01,0.245170964284611
Brazil,BRA,2011-01-01,0.304618290893558
Brazil,BRA,2011-02-01,0.234519436906056
Brazil,BRA,2011-03-01,0.317959517211087
Brazil,BRA,2011-04-01,0.369845968998913
Brunei Darussalam,BRN,2003-03-01,0.0709530838920184
Brunei Darussalam,BRN,2003-06-01,0.00605094825352414
Brunei Darussalam,BRN,2003-09-01,0.0440042119556371
Brunei Darussalam,BRN,2003-12-01,0.027944457927492
Brunei Darussalam,BRN,2004-03-01,0.0459655237307487
Brunei Darussalam,BRN,2004-06-01,0.0279821848114005
Brunei Darussalam,BRN,2004-09-01,0.0314068030125302
Brunei Darussalam,BRN,2004-12-01,0.057172014734055
Brunei Darussalam,BRN,2005-03-01,0.0634218164694981
Brunei Darussalam,BRN,2005-12-01,0.0494199465994396
Brunei Darussalam,BRN,2006-06-01,0.0463008509294197
Brunei Darussalam,BRN,2006-09-01,0.0813156458568261
Brunei Darussalam,BRN,2006-12-01,0.0350530569638336
Brunei Darussalam,BRN,2007-03-01,0.0401642048806919
Brunei Darussalam,BRN,2007-06-01,0.0434924970478039
Brunei Darussalam,BRN,2007-12-01,0.0244732384012063
Brunei Darussalam,BRN,2008-03-01,0.0234363923883608
Brunei Darussalam,BRN,2008-06-01,0.023585492437552
Brunei Darussalam,BRN,2008-09-01,0.0123112978960097
Brunei Darussalam,BRN,2008-12-01,0.033296957252836
Brunei Darussalam,BRN,2009-03-01,0.0202472497895032
Brunei Darussalam,BRN,2009-06-01,0.0467230344142706
Brunei Darussalam,BRN,2009-09-01,0.0243689612531741
Brunei Darussalam,BRN,2009-12-01,0.0431301594379993
Brunei Darussalam,BRN,2010-03-01,0.0478291932687802
Brunei Darussalam,BRN,2010-06-01,0.0219211717240644
Brunei Darussalam,BRN,2010-09-01,0.0525474211389064
Brunei Darussalam,BRN,2010-12-01,0.0532063188183004
Brunei Darussalam,BRN,2011-03-01,0.0393557317940843
Brunei Darussalam,BRN,2011-06-01,0.0481372489770972
Bulgaria,BGR,2003-01-01,0.252220762552296
Bulgaria,BGR,2003-03-01,0.0399617719507485
Bulgaria,BGR,2003-04-01,0.24549674182036
Bulgaria,BGR,2003-05-01,0.0408939614360028
Bulgaria,BGR,2003-07-01,0.254405511072873
Bulgaria,BGR,2003-08-01,0.05256957815124
Bulgaria,BGR,2003-09-01,0.0456893142789667
Bulgaria,BGR,2003-10-01,0.202589935757597
Bulgaria,BGR,2003-11-01,0.0298214114878589
Bulgaria,BGR,2003-12-01,0.0329364563646255
Bulgaria,BGR,2004-01-01,0.186943865170742
Bulgaria,BGR,2004-02-01,0.0269489005351641
Bulgaria,BGR,2004-04-01,0.154520042678804
Bulgaria,BGR,2004-05-01,0.0275961227133005
Bulgaria,BGR,2004-06-01,0.0251682444941049
Bulgaria,BGR,2004-07-01,0.208852319886433
Bulgaria,BGR,2004-08-01,0.0329921544581711
Bulgaria,BGR,2004-10-01,0.170080452386443
Bulgaria,BGR,2004-11-01,0.0318837544120117
Bulgaria,BGR,2004-12-01,0.0320706691532772
Bulgaria,BGR,2005-01-01,0.176788903602153
Bulgaria,BGR,2005-02-01,0.0465705838795409
Bulgaria,BGR,2005-03-01,0.0316926801786173
Bulgaria,BGR,2005-08-01,0.0445803881420473
Bulgaria,BGR,2005-09-01,0.0356848053228891
Bulgaria,BGR,2005-10-01,0.121072650315435
Bulgaria,BGR,2005-12-01,0.0360566057794139
Bulgaria,BGR,2006-01-01,0.233598182454966
Bulgaria,BGR,2006-02-01,0.0492982255656951
Bulgaria,BGR,2006-03-01,0.0436790287766705
Bulgaria,BGR,2006-04-01,0.418015447102496
Bulgaria,BGR,2006-05-01,0.040686966267337
Bulgaria,BGR,2006-06-01,0.0797787896812589
Bulgaria,BGR,2006-07-01,0.223706205649927
Bulgaria,BGR,2006-09-01,0.0606599139365526
Bulgaria,BGR,2006-10-01,0.157968961901833
Bulgaria,BGR,2006-11-01,0.042359782289218
Bulgaria,BGR,2006-12-01,0.0465067462045657
Bulgaria,BGR,2007-01-01,0.104075774559896
Bulgaria,BGR,2007-02-01,0.051177595564532
Bulgaria,BGR,2007-04-01,0.163291970488437
Bulgaria,BGR,2007-05-01,0.0453193974203827
Bulgaria,BGR,2007-06-01,0.0351780786640491
Bulgaria,BGR,2007-07-01,0.150962596966398
Bulgaria,BGR,2007-08-01,0.0358586976745669
Bulgaria,BGR,2007-09-01,0.0498156672974513
Bulgaria,BGR,2007-10-01,0.169069859171405
Bulgaria,BGR,2007-11-01,0.0861422151586625
Bulgaria,BGR,2007-12-01,0.0702097136861092
Bulgaria,BGR,2008-01-01,0.0640114979035503
Bulgaria,BGR,2008-02-01,0.0833733231481767
Bulgaria,BGR,2008-03-01,0.0542594309614317
Bulgaria,BGR,2008-04-01,0.0904468395066245
Bulgaria,BGR,2008-05-01,0.113697304473594
Bulgaria,BGR,2008-06-01,0.103709826276624
Bulgaria,BGR,2008-07-01,0.124811750145012
Bulgaria,BGR,2008-08-01,0.125823931702864
Bulgaria,BGR,2008-09-01,0.116300818501065
Bulgaria,BGR,2008-11-01,0.192029667372577
Bulgaria,BGR,2008-12-01,0.199366865102356
Bulgaria,BGR,2009-01-01,0.188390047787433
Bulgaria,BGR,2009-02-01,0.186189849006902
Bulgaria,BGR,2009-03-01,0.183995253186716
Bulgaria,BGR,2009-05-01,0.151513036754783
Bulgaria,BGR,2009-06-01,0.12074304008381
Bulgaria,BGR,2009-08-01,0.123252502808566
Bulgaria,BGR,2009-09-01,0.109281841396327
Bulgaria,BGR,2009-10-01,0.148429143101977
Bulgaria,BGR,2009-11-01,0.183839840779681
Bulgaria,BGR,2009-12-01,0.0825015575984364
Bulgaria,BGR,2010-01-01,0.20120601592244
Bulgaria,BGR,2010-03-01,0.146331610117308
Bulgaria,BGR,2010-05-01,0.127734126631394
Bulgaria,BGR,2010-06-01,0.111061758150574
Bulgaria,BGR,2010-07-01,0.121995683365927
Bulgaria,BGR,2010-08-01,0.111018490629701
Bulgaria,BGR,2010-09-01,0.159850542995415
Bulgaria,BGR,2010-10-01,0.0994018086468312
Bulgaria,BGR,2010-11-01,0.0855224907632551
Bulgaria,BGR,2010-12-01,0.0964395159389863
Bulgaria,BGR,2011-01-01,0.108020177636176
Bulgaria,BGR,2011-02-01,0.103072717588559
Bulgaria,BGR,2011-03-01,0.111219685299986
Bulgaria,BGR,2011-04-01,0.101806856727829
Bulgaria,BGR,2011-05-01,0.113146667964636
Bulgaria,BGR,2011-06-01,0.1079724954798
Burkina Faso,BFA,2003-03-01,0.0930392988329583
Burkina Faso,BFA,2003-06-01,0.0031961177907902
Burkina Faso,BFA,2003-09-01,0.0805173117172816
Burkina Faso,BFA,2003-12-01,0.0633509704492802
Burkina Faso,BFA,2004-08-01,0.0730070960463975
Burkina Faso,BFA,2004-11-01,0.099836630115878
Burkina Faso,BFA,2005-06-01,0.140058820486722
Burkina Faso,BFA,2005-09-01,0.130310981439453
Burkina Faso,BFA,2005-12-01,0.185757671306212
Burkina Faso,BFA,2006-03-01,0.118485559382792
Burkina Faso,BFA,2006-06-01,0.0960983979248052
Burkina Faso,BFA,2006-09-01,0.0815043210494832
Burkina Faso,BFA,2006-12-01,0.0729521896520848
Burkina Faso,BFA,2007-03-01,0.154255981092895
Burkina Faso,BFA,2007-06-01,0.104730751469629
Burkina Faso,BFA,2007-09-01,0.0893966152881816
Burkina Faso,BFA,2007-11-01,0.0634503901062712
Burkina Faso,BFA,2008-02-01,0.0648396515043648
Burkina Faso,BFA,2008-05-01,0.0713735533738204
Burkina Faso,BFA,2008-08-01,0.0584002159902055
Burkina Faso,BFA,2008-11-01,0.121774106779078
Burkina Faso,BFA,2009-02-01,0.0480399752536048
Burkina Faso,BFA,2009-05-01,0.0672888040979514
Burkina Faso,BFA,2009-08-01,0.0532187869175667
Burkina Faso,BFA,2009-11-01,0.0527612766881904
Burkina Faso,BFA,2010-02-01,0.0604685950828412
Burkina Faso,BFA,2010-05-01,0.0458755233646037
Burkina Faso,BFA,2010-08-01,0.033673034678477
Burkina Faso,BFA,2011-05-01,0.0555767412496892
Burundi,BDI,2003-02-01,0.100528554991583
Burundi,BDI,2003-05-01,0.145796182790778
Burundi,BDI,2003-08-01,0.116251798479839
Burundi,BDI,2003-11-01,0.0795914571084244
Burundi,BDI,2004-02-01,0.10212809875689
Burundi,BDI,2004-05-01,0.0954550604169173
Burundi,BDI,2004-08-01,0.0959580369990857
Burundi,BDI,2004-11-01,0.0594168897557108
Burundi,BDI,2005-02-01,0.117413262381403
Burundi,BDI,2005-05-01,0.0754279528137842
Burundi,BDI,2005-11-01,0.0657894744642999
Burundi,BDI,2006-02-01,0.0974656114250567
Burundi,BDI,2006-05-01,0.0857278244918134
Burundi,BDI,2006-08-01,0.108403723418093
Burundi,BDI,2006-11-01,0.0944921572114265
Burundi,BDI,2007-02-01,0.0919063055091361
Burundi,BDI,2007-05-01,0.11300035690745
Burundi,BDI,2007-08-01,0.0939702225774247
Burundi,BDI,2007-11-01,0.084181952016155
Burundi,BDI,2008-02-01,0.0547354386329373
Burundi,BDI,2008-05-01,0.0596652527942404
Burundi,BDI,2008-08-01,0.0571160706542473
Burundi,BDI,2008-11-01,0.0842369034212894
Burundi,BDI,2009-02-01,0.0489902119852226
Burundi,BDI,2009-05-01,0.061936993275438
Burundi,BDI,2009-08-01,0.0394633430117282
Burundi,BDI,2009-11-01,0.0448497079161267
Burundi,BDI,2010-02-01,0.0672718748795215
Burundi,BDI,2010-05-01,0.0887624394501888
Burundi,BDI,2010-08-01,0.108087044404254
Burundi,BDI,2010-11-01,0.0426429455811909
Burundi,BDI,2011-02-01,0.0355491984620481
Burundi,BDI,2011-05-01,0.0766568338202593
Cabo Verde,CPV,2003-01-01,0.089388547433289
Cabo Verde,CPV,2003-04-01,0.0275242401983117
Cabo Verde,CPV,2003-07-01,0.0468585006111804
Cabo Verde,CPV,2004-01-01,0.0814795105693512
Cabo Verde,CPV,2004-04-01,0.113223989628516
Cabo Verde,CPV,2004-07-01,0.135971102551245
Cabo Verde,CPV,2004-10-01,0.0831888605769369
Cabo Verde,CPV,2005-01-01,0.0642898121404506
Cabo Verde,CPV,2005-04-01,0.110150939897561
Cabo Verde,CPV,2005-07-01,0.0798158421126355
Cabo Verde,CPV,2005-10-01,0.105768105490825
Cabo Verde,CPV,2006-01-01,0.0905028040092311
Cabo Verde,CPV,2006-04-01,0.120198507149926
Cabo Verde,CPV,2006-07-01,0.104021414939984
Cabo Verde,CPV,2006-10-01,0.042228732511256
Cabo Verde,CPV,2007-01-01,0.114727491492048
Cabo Verde,CPV,2007-04-01,0.0975279376065677
Cabo Verde,CPV,2007-07-01,0.189346893908843
Cabo Verde,CPV,2007-10-01,0.0871151839175804
Cabo Verde,CPV,2008-01-01,0.114547717797505
Cabo Verde,CPV,2008-04-01,0.125853579956908
Cabo Verde,CPV,2008-07-01,0.0915331374822991
Cabo Verde,CPV,2008-10-01,0.0919282047738946
Cabo Verde,CPV,2009-01-01,0.191128860678789
Cabo Verde,CPV,2009-04-01,0.0447770694376523
Cabo Verde,CPV,2009-07-01,0.0936336714974302
Cabo Verde,CPV,2009-10-01,0.0692750786454195
Cabo Verde,CPV,2010-01-01,0.0586862186736532
Cabo Verde,CPV,2010-07-01,0.104875711681244
Cabo Verde,CPV,2010-10-01,0.0696889768951137
Cabo Verde,CPV,2011-01-01,0.0530528091992596
Cabo Verde,CPV,2011-04-01,0.0286495007110261
Cambodia,KHM,2003-05-01,0.0835351011725344
Cambodia,KHM,2003-08-01,0.0668259804466159
Cambodia,KHM,2003-11-01,0.122688169226829
Cambodia,KHM,2004-02-01,0.103701740325614
Cambodia,KHM,2004-05-01,0.0952452444939437
Cambodia,KHM,2004-08-01,0.126068087598314
Cambodia,KHM,2005-02-01,0.107797709382762
Cambodia,KHM,2005-05-01,0.131174711167317
Cambodia,KHM,2005-08-01,0.127327045286773
Cambodia,KHM,2005-11-01,0.144754001411641
Cambodia,KHM,2006-02-01,0.169102582961523
Cambodia,KHM,2006-08-01,0.0461837037652275
Cambodia,KHM,2006-10-01,0.0666849027286868
Cambodia,KHM,2006-11-01,0.0829313305701872
Cambodia,KHM,2006-12-01,0.137970626664672
Cambodia,KHM,2007-01-01,0.0537725379965592
Cambodia,KHM,2007-04-01,0.0499259044589489
Cambodia,KHM,2007-05-01,0.0588946626588682
Cambodia,KHM,2007-06-01,0.0854534952602505
Cambodia,KHM,2007-07-01,0.0339675339394926
Cambodia,KHM,2007-08-01,0.053809529074588
Cambodia,KHM,2007-09-01,0.146602555167815
Cambodia,KHM,2007-10-01,0.0690977775259507
Cambodia,KHM,2007-11-01,0.0609177787333858
Cambodia,KHM,2007-12-01,0.0706328076604961
Cambodia,KHM,2008-01-01,0.0677061883302421
Cambodia,KHM,2008-02-01,0.0656748888041744
Cambodia,KHM,2008-03-01,0.0702824836005389
Cambodia,KHM,2008-04-01,0.0800550903152171
Cambodia,KHM,2008-05-01,0.103174053035628
Cambodia,KHM,2008-06-01,0.0796663606624374
Cambodia,KHM,2008-07-01,0.0540849930158569
Cambodia,KHM,2008-08-01,0.0578369531680526
Cambodia,KHM,2008-09-01,0.056071255229553
Cambodia,KHM,2008-10-01,0.0701731851098716
Cambodia,KHM,2008-11-01,0.06126713815316
Cambodia,KHM,2008-12-01,0.0757930284930841
Cambodia,KHM,2009-03-01,0.16924148576626
Cambodia,KHM,2009-04-01,0.106972447585586
Cambodia,KHM,2009-05-01,0.119693720056797
Cambodia,KHM,2009-06-01,0.0923874571030274
Cambodia,KHM,2009-07-01,0.111460155681129
Cambodia,KHM,2009-09-01,0.106381994806342
Cambodia,KHM,2009-10-01,0.111693397335178
Cambodia,KHM,2009-11-01,0.103135286567034
Cambodia,KHM,2009-12-01,0.0864872229860369
Cambodia,KHM,2010-01-01,0.128827341795497
Cambodia,KHM,2010-02-01,0.0833499089435679
Cambodia,KHM,2010-04-01,0.08965023623504
Cambodia,KHM,2010-05-01,0.0998777714840699
Cambodia,KHM,2010-06-01,0.0955993118766701
Cambodia,KHM,2010-07-01,0.104331296424201
Cambodia,KHM,2010-08-01,0.0666210157186164
Cambodia,KHM,2010-09-01,0.0648821841828549
Cambodia,KHM,2010-10-01,0.0636308981389904
Cambodia,KHM,2010-11-01,0.0617819417627776
Cambodia,KHM,2010-12-01,0.0350963519038012
Cambodia,KHM,2011-02-01,0.0588727934405479
Cambodia,KHM,2011-03-01,0.0639742836550088
Cambodia,KHM,2011-04-01,0.0567334789922054
Cambodia,KHM,2011-05-01,0.0988091798120006
Cambodia,KHM,2011-06-01,0.0631872711820466
Cameroon,CMR,2003-01-01,0.0783531518546336
Cameroon,CMR,2003-03-01,0.0495439130542136
Cameroon,CMR,2003-04-01,0.0203371445861349
Cameroon,CMR,2003-05-01,0.151661801727807
Cameroon,CMR,2003-06-01,0.0492652468187767
Cameroon,CMR,2003-07-01,0.0596321994408001
Cameroon,CMR,2003-09-01,0.0431994005460532
Cameroon,CMR,2003-11-01,0.196257777003352
Cameroon,CMR,2003-12-01,0.0408120248545326
Cameroon,CMR,2004-01-01,0.0281993208333436
Cameroon,CMR,2004-02-01,0.261582958522201
Cameroon,CMR,2004-03-01,0.059022366417679
Cameroon,CMR,2004-04-01,0.0590923436385451
Cameroon,CMR,2004-05-01,0.190526021882455
Cameroon,CMR,2004-06-01,0.0648637241787876
Cameroon,CMR,2004-07-01,0.0614668820975106
Cameroon,CMR,2004-08-01,0.195397660282873
Cameroon,CMR,2004-09-01,0.0482687187657501
Cameroon,CMR,2004-11-01,0.0963743820268645
Cameroon,CMR,2004-12-01,0.03633264875141
Cameroon,CMR,2005-01-01,0.0825041616934005
Cameroon,CMR,2005-02-01,0.13030764102428
Cameroon,CMR,2005-03-01,0.0183888246744296
Cameroon,CMR,2005-04-01,0.0180212356976799
Cameroon,CMR,2005-06-01,0.0175822963680324
Cameroon,CMR,2005-07-01,0.0287841565928192
Cameroon,CMR,2005-08-01,0.18225934870888
Cameroon,CMR,2005-10-01,0.0444017355747399
Cameroon,CMR,2005-11-01,0.180469351779882
Cameroon,CMR,2005-12-01,0.0417500752644069
Cameroon,CMR,2006-01-01,0.0446515632301705
Cameroon,CMR,2006-02-01,0.043929111036837
Cameroon,CMR,2006-03-01,0.282789084454966
Cameroon,CMR,2006-04-01,0.0405584206967744
Cameroon,CMR,2006-05-01,0.0399551793677436
Cameroon,CMR,2006-06-01,0.234933908773858
Cameroon,CMR,2006-07-01,0.037412673309919
Cameroon,CMR,2006-08-01,0.0168679021423196
Cameroon,CMR,2006-09-01,0.108340169135277
Cameroon,CMR,2006-10-01,0.0231890103268684
Cameroon,CMR,2006-11-01,0.0229059036347121
Cameroon,CMR,2006-12-01,0.0758947317042287
Cameroon,CMR,2007-01-01,0.0342239237243583
Cameroon,CMR,2007-03-01,0.196230137139027
Cameroon,CMR,2007-04-01,0.046108970208129
Cameroon,CMR,2007-05-01,0.0347394507974386
Cameroon,CMR,2007-06-01,0.152838903307668
Cameroon,CMR,2007-07-01,0.0464232396241214
Cameroon,CMR,2007-08-01,0.0425966356602703
Cameroon,CMR,2007-09-01,0.137288403949697
Cameroon,CMR,2007-10-01,0.0781004439021756
Cameroon,CMR,2007-11-01,0.0824103066958627
Cameroon,CMR,2007-12-01,0.0688932463809198
Cameroon,CMR,2008-01-01,0.0956111521299618
Cameroon,CMR,2008-02-01,0.0702909321582977
Cameroon,CMR,2008-03-01,0.074745229997372
Cameroon,CMR,2008-04-01,0.0677315049059498
Cameroon,CMR,2008-05-01,0.105560360889641
Cameroon,CMR,2008-06-01,0.0791653284794591
Cameroon,CMR,2008-08-01,0.0938139133670061
Cameroon,CMR,2008-09-01,0.0677990879380821
Cameroon,CMR,2008-10-01,0.0756032638208527
Cameroon,CMR,2008-11-01,0.0510918580555196
Cameroon,CMR,2008-12-01,0.0492662096260407
Cameroon,CMR,2009-01-01,0.118048692312232
Cameroon,CMR,2009-02-01,0.0793922820428558
Cameroon,CMR,2009-03-01,0.107423102943744
Cameroon,CMR,2009-04-01,0.105593530712294
Cameroon,CMR,2009-05-01,0.0919294921274389
Cameroon,CMR,2009-06-01,0.073980373990521
Cameroon,CMR,2009-08-01,0.114617804267395
Cameroon,CMR,2009-09-01,0.084879929468001
Cameroon,CMR,2009-10-01,0.0572714107064204
Cameroon,CMR,2009-11-01,0.0354440866947333
Cameroon,CMR,2009-12-01,0.0720288085113878
Cameroon,CMR,2010-01-01,0.0768652227542772
Cameroon,CMR,2010-02-01,0.107738091581475
Cameroon,CMR,2010-03-01,0.0902630921325376
Cameroon,CMR,2010-05-01,0.051718522105793
Cameroon,CMR,2010-06-01,0.115312586969073
Cameroon,CMR,2010-07-01,0.0661219300632851
Cameroon,CMR,2010-08-01,0.112368824142759
Cameroon,CMR,2010-09-01,0.213897547215118
Cameroon,CMR,2010-10-01,0.221496830552991
Cameroon,CMR,2010-11-01,0.0632131913010676
Cameroon,CMR,2010-12-01,0.0751821172219415
Cameroon,CMR,2011-01-01,0.0677184416750875
Cameroon,CMR,2011-02-01,0.116864111534622
Cameroon,CMR,2011-03-01,0.122444308976949
Cameroon,CMR,2011-05-01,0.091638982120168
Canada,CAN,2003-01-01,0.0282456157664859
Canada,CAN,2003-02-01,0.128958682724409
Canada,CAN,2003-03-01,0.026631218650904
Canada,CAN,2003-04-01,0.0252477652080767
Canada,CAN,2003-05-01,0.0698940124228038
Canada,CAN,2003-06-01,0.0268033028207086
Canada,CAN,2003-07-01,0.0292887991307252
Canada,CAN,2003-08-01,0.178208883054563
Canada,CAN,2003-09-01,0.0438549282044771
Canada,CAN,2003-11-01,0.104669341932193
Canada,CAN,2003-12-01,0.0323628407021781
Canada,CAN,2004-01-01,0.0318849559877413
Canada,CAN,2004-03-01,0.0208277010838175
Canada,CAN,2004-04-01,0.0204120368630646
Canada,CAN,2004-05-01,0.104179552982695
Canada,CAN,2004-06-01,0.0269753399433343
Canada,CAN,2004-08-01,0.241417290925555
Canada,CAN,2004-09-01,0.0417320989404236
Canada,CAN,2004-10-01,0.031377706381222
Canada,CAN,2004-11-01,0.134438843326422
Canada,CAN,2004-12-01,0.0235589245853941
Canada,CAN,2005-03-01,0.0140731281007782
Canada,CAN,2005-04-01,0.0149667427928236
Canada,CAN,2005-05-01,0.0208869243152813
Canada,CAN,2005-06-01,0.0212738433847909
Canada,CAN,2005-07-01,0.0295782239463665
Canada,CAN,2005-08-01,0.13873842523127
Canada,CAN,2005-11-01,0.209772464148057
Canada,CAN,2005-12-01,0.0367847410407698
Canada,CAN,2006-01-01,0.066256083277683
Canada,CAN,2006-02-01,0.14469373900796
Canada,CAN,2006-04-01,0.0493386788715559
Canada,CAN,2006-05-01,0.143916903175148
Canada,CAN,2006-06-01,0.0771223306088527
Canada,CAN,2006-07-01,0.0717845053737312
Canada,CAN,2006-08-01,0.195184194826324
Canada,CAN,2006-09-01,0.0472905675079212
Canada,CAN,2006-10-01,0.041343558716059
Canada,CAN,2006-11-01,0.111498951807905
Canada,CAN,2006-12-01,0.0382908705739948
Canada,CAN,2007-01-01,0.021745459721246
Canada,CAN,2007-02-01,0.144298528134066
Canada,CAN,2007-03-01,0.0352486245946514
Canada,CAN,2007-04-01,0.0412524022771655
Canada,CAN,2007-05-01,0.137284050766011
Canada,CAN,2007-06-01,0.0319960883098351
Canada,CAN,2007-07-01,0.0183120768813206
Canada,CAN,2007-08-01,0.132177263118957
Canada,CAN,2007-09-01,0.0305820879248528
Canada,CAN,2007-10-01,0.0480007067310886
Canada,CAN,2007-11-01,0.33589067918734
Canada,CAN,2008-01-01,0.0954037280242177
Canada,CAN,2008-02-01,0.111451959144294
Canada,CAN,2008-03-01,0.136631371416191
Canada,CAN,2008-04-01,0.169012059242068
Canada,CAN,2008-06-01,0.143247105777151
Canada,CAN,2008-07-01,0.194352299445012
Canada,CAN,2008-08-01,0.293621567591863
Canada,CAN,2008-11-01,0.289226067022571
Canada,CAN,2008-12-01,0.234072510539732
Canada,CAN,2009-01-01,0.200775826352667
Canada,CAN,2009-02-01,0.263341148184619
Canada,CAN,2009-03-01,0.212962679006409
Canada,CAN,2009-04-01,0.240618297636044
Canada,CAN,2009-05-01,0.238946288715607
Canada,CAN,2009-06-01,0.126138746235719
Canada,CAN,2009-07-01,0.146186018188038
Canada,CAN,2009-08-01,0.146622209092471
Canada,CAN,2009-09-01,0.176274158871392
Canada,CAN,2009-11-01,0.173444182269823
Canada,CAN,2009-12-01,0.150083138707872
Canada,CAN,2010-01-01,0.164640573359235
Canada,CAN,2010-04-01,0.154813606118992
Canada,CAN,2010-05-01,0.245043005576056
Canada,CAN,2010-06-01,0.191662453070735
Canada,CAN,2010-07-01,0.157553477905433
Canada,CAN,2010-09-01,0.147504622941351
Canada,CAN,2010-10-01,0.182304107752711
Canada,CAN,2010-11-01,0.152323940472779
Canada,CAN,2010-12-01,0.130556053586456
Canada,CAN,2011-01-01,0.131939872938807
Canada,CAN,2011-02-01,0.196169313239357
Canada,CAN,2011-03-01,0.14431481876841
Canada,CAN,2011-04-01,0.0774715913360255
Canada,CAN,2011-05-01,0.0914641543694716
Cayman Islands,CYM,2003-03-01,0.0155330795591074
Cayman Islands,CYM,2003-06-01,0.000611898147112005
Cayman Islands,CYM,2003-09-01,0.000611898147112005
Cayman Islands,CYM,2003-12-01,0.0771377504219415
Cayman Islands,CYM,2004-03-01,0.0100241609285175
Cayman Islands,CYM,2004-06-01,0.000611898147112005
Cayman Islands,CYM,2004-12-01,0.107266001772653
Cayman Islands,CYM,2005-03-01,0.0849510641253883
Cayman Islands,CYM,2005-06-01,0.0877935974770987
Cayman Islands,CYM,2005-09-01,0.13443087288968
Cayman Islands,CYM,2005-12-01,0.07903460096708
Cayman Islands,CYM,2006-03-01,0.100122604399507
Cayman Islands,CYM,2006-06-01,0.0992743001892803
Cayman Islands,CYM,2006-09-01,0.0628900134325095
Cayman Islands,CYM,2006-12-01,0.0760189351916315
Cayman Islands,CYM,2007-03-01,0.0860469279378729
Cayman Islands,CYM,2007-06-01,0.0364612353710178
Cayman Islands,CYM,2007-09-01,0.0515920764844442
Cayman Islands,CYM,2007-12-01,0.084054323205423
Cayman Islands,CYM,2008-03-01,0.0269731134072905
Cayman Islands,CYM,2008-06-01,0.100206767231566
Cayman Islands,CYM,2008-12-01,0.0534928525739824
Cayman Islands,CYM,2009-03-01,0.121824956489251
Cayman Islands,CYM,2009-06-01,0.035488976222956
Cayman Islands,CYM,2009-09-01,0.133854434993565
Cayman Islands,CYM,2009-12-01,0.0549486637215765
Cayman Islands,CYM,2010-03-01,0.0593721538560139
Cayman Islands,CYM,2010-06-01,0.0506383460297499
Cayman Islands,CYM,2010-09-01,0.0287495948797442
Cayman Islands,CYM,2011-03-01,0.0624010247115947
Central African Republic,CAF,2003-02-01,0.0665778180777769
Central African Republic,CAF,2003-05-01,0.0758543024668908
Central African Republic,CAF,2003-11-01,0.042154579410543
Central African Republic,CAF,2004-02-01,0.168925713643374
Central African Republic,CAF,2004-05-01,0.121215836194935
Central African Republic,CAF,2004-08-01,0.153020735222993
Central African Republic,CAF,2004-11-01,0.12018702709411
Central African Republic,CAF,2005-02-01,0.0701949393399317
Central African Republic,CAF,2005-11-01,0.173392420151344
Central African Republic,CAF,2006-02-01,0.189789910909309
Central African Republic,CAF,2006-06-01,0.0866216911462063
Central African Republic,CAF,2006-09-01,0.119715319230686
Central African Republic,CAF,2006-12-01,0.11578984458289
Central African Republic,CAF,2007-03-01,0.102507877353962
Central African Republic,CAF,2007-06-01,0.131821557944807
Central African Republic,CAF,2007-12-01,0.116501572686129
Central African Republic,CAF,2008-03-01,0.0703461533542896
Central African Republic,CAF,2008-06-01,0.0284916316148129
Central African Republic,CAF,2008-09-01,0.0965495256924128
Central African Republic,CAF,2008-12-01,0.0991297180177691
Central African Republic,CAF,2009-03-01,0.114393283371839
