"word_stem","variable_importance"
"sentiment",1.48461182301878e-06
"septemb",5.91335400983325e-06
"september",6.08950416254842e-07
"seri",6.34695239488e-07
"serv",1.93992052949126e-06
"servic",9.25276767882593e-06
"services",3.44516466104677e-06
"set",5.46504849010002e-06
"sever",2.01067784560371e-06
"share",4.40934487727367e-06
"sharp",7.33737972162319e-06
"sharper",5.99235268314331e-06
"sharpli",4.36915535736991e-06
"sharply",7.9699232736288e-07
"shift",9.1602553416034e-07
"short",1.24213015914452e-06
"shortag",1.00656981776673e-06
"shortfal",4.72115103505866e-07
"shortterm",2.79875829784107e-06
"show",3.6988521125367e-06
"side",1.00817326179148e-06
"sign",6.05440786536649e-06
"signal",4.4370115696632e-07
"signific",4.35971929005344e-06
"similar",1.15406970744294e-06
"sinc",1.94168067707012e-07
"singl",1.34839310153259e-06
"situat",1.83098835697189e-06
"size",7.59844049961916e-07
"slight",1.43313527797493e-05
"slightly",9.70704285184457e-07
"slow",8.09407292937192e-05
"slowdown",7.49176939008304e-05
"slower",9.20087549313197e-06
"slowli",1.29716068948755e-06
"sluggish",6.12157527533916e-07
"small",3.19251985784001e-06
"smaller",7.54631850423577e-07
"social",6.52793026262203e-06
"sold",6.82554515123782e-07
"solid",1.52857418199678e-06
"sought",8.09536487174401e-07
"sourc",3.81555887322516e-06
"south",4.17268530454581e-06
"sovereign",1.57653921032713e-06
"special",2.64243289526293e-06
"specif",5.52648737521066e-07
"specul",4.80362464703987e-07
"spend",7.5995541104381e-06
"spending",2.50550701587919e-06
"spread",8.27880556131408e-07
"stabil",4.50084484221e-06
"stabilis",2.21573195449304e-06
"stability",9.85378792396709e-07
"stabl",2.63044738826427e-06
"stage",5.62798790467955e-07
"stake",5.73593673410944e-06
"stanc",2.30844193235133e-06
"stance",8.04753855228425e-07
"stand",1.71609719239318e-06
"standard",7.06974050690564e-07
"standards",1.65109785418512e-07
"start",4.0169762097381e-06
"state",0.000159930706142452
"statement",6.6557048530891e-07
"stateown",5.64771655177063e-06
"statist",3.97206124742351e-07
"stay",1.76802109353775e-06
"steadi",1.91152199540437e-06
"steadili",6.57645387565405e-07
"stem",6.40216776888015e-07
"step",2.69046204388832e-06
"stimul",1.23576264055044e-06
"stimulus",3.45722390300705e-06
"stock",2.12231986686706e-06
"stood",1.52664763964762e-06
"strain",6.80297732210644e-07
"strateg",8.09681708519656e-07
"strategi",8.12503062697829e-06
"strength",6.04238524030702e-06
"strengthen",7.49313485980362e-06
"strong",0.000223637209830388
"stronger",1.11663635256973e-05
"strongly",1.08054548006333e-06
"structur",3.72938939472089e-06
"struggl",1.2970509654216e-06
"subject",7.35021152831231e-07
"subsequ",5.56179817037979e-07
"subsidi",1.67023991784606e-06
"substanti",2.84348454120723e-06
"success",5.26293348859724e-06
"suffer",2.14368049413932e-06
"suffici",1.1322495914593e-06
"suggest",2.73129829488852e-06
"suppli",5.13898648927432e-06
"supply",5.66892348737667e-08
"support",2.21902740183939e-05
"surg",1.3982245117409e-06
"surplus",7.2689600824383e-05
"survey",7.42332583317884e-07
"sustain",2.80108204813991e-06
"system",4.45274736624092e-05
"tackl",8.84568888205102e-07
"take",1.81519349838638e-06
"talk",2.77906917113742e-06
"target",3.09045734745253e-05
"targets",4.1104231472101e-07
"tariff",4.56745545456714e-07
"task",4.79978785625314e-07
"tax",9.52965700422023e-06
"taxes",5.43125847900427e-07
"technic",3.1855291666199e-06
"telecommun",6.34586491846865e-07
"temporari",2.52703937393718e-07
"ten",5.5409458894894e-07
"tension",9.42621492852052e-07
"term",5.61832116125133e-06
"terms",1.90779763810798e-06
"threat",7.83367492703425e-07
"threaten",7.08009661750025e-07
"tie",2.00244564085558e-06
"tight",2.6004885816027e-06
"tighten",8.77108928820157e-05
"tighter",1.17091060317434e-06
"time",9.08851313417612e-06
"top",7.61667652504522e-07
"total",1.96970196199466e-05
"tourism",7.22370753566171e-06
"tourist",4.70776281252945e-07
"track",1.08234028430329e-06
"trade",9.45375077423697e-06
"tradit",7.75356925749171e-07
"transact",4.23216386520518e-07
"transfer",4.00041866537971e-06
"transit",7.38644543718284e-07
"transpar",5.61924822188482e-06
"transport",3.07250280705758e-06
"treasuri",2.33342577873226e-06
"trend",5.57502711556874e-06
"trigger",5.25553304552904e-07
"turmoil",5.30080250875654e-07
"turn",1.44707764759678e-06
"unabl",4.53608471248743e-07
"uncertain",2.4821730891573e-07
"uncertainti",1.04044218390838e-06
"unchang",1.40357240107796e-06
"undermin",1.13067780016445e-06
"underpin",3.5307844753674e-06
"unemploy",1.73489573808549e-06
"union",3.52762522552369e-06
"unit",2.38074780135445e-06
"upward",2.24137080725891e-05
"usbarrel",2.55432650368843e-05
"usbn",1.01652907038933e-05
"usm",0.00133874598379337
"vat",7.04642033595746e-07
"view",1.4449260489206e-06
"visit",1.32670462019241e-05
"volatil",2.07048397924569e-06
"volum",1.39798015862886e-06
"vote",1.18508422877205e-06
"vulner",1.21062155431458e-06
"wage",5.69178573719615e-06
"wages",2.17794384542508e-07
"war",1.38224065233452e-06
"warn",9.32852238359361e-07
"water",4.49925020314325e-06
"weak",6.70190967032241e-06
"weaken",2.00169353049497e-05
"weaker",9.06880310772577e-06
"weather",9.93372068121912e-07
"week",7.90101881022756e-07
"weigh",1.11034937384926e-06
"weight",2.41700086117689e-07
"western",1.75225859361765e-06
"wide",2.25042982665635e-06
"widen",1.72609591890738e-05
"wider",5.23248597260847e-07
"widespread",8.10053985813625e-07
"win",8.8790567664156e-07
"withdraw",8.14278979440808e-07
"work",1.31712265581137e-05
"worker",1.19011357288419e-06
"world",4.55870595737683e-05
"worri",3.12244932817271e-07
"worsen",4.3913074829313e-07
"worth",8.20463491675917e-06
"year",2.42440110371414e-05
"yearearli",1.79429909005276e-07
"yearend",3.59343578764868e-06
"years",3.5536884489276e-06
"yearyear",4.25242471417634e-06
"yield",6.59086058271226e-07
"zone",5.51732969966738e-06
