"country","iso3c","date","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10"
"Afghanistan","AFG",2003-02-01,-0.0560445516164429,-0.150063880698358,-0.0876020397784817,0.12964538066331,0.212140397183457,-0.100530189099289,0.0204776182080485,-0.0173672267738854,0.0369690440555772,0.119573173107954
"Afghanistan","AFG",2003-05-01,-0.105260442634169,-0.10047808639507,-0.076410063645895,0.139183829847245,0.180752683087542,-0.0770358896433072,0.0503521519358299,-0.0457157283365363,-0.174800904824658,0.122811094010206
"Afghanistan","AFG",2003-11-01,-0.0973130120203758,-0.0677260934239746,-0.120436072895628,0.144403052513468,0.174162510619619,-0.0859119046289298,0.0324786094273996,0.0463592556535406,-0.174202826352548,0.066047905840021
"Afghanistan","AFG",2004-02-01,-0.105098996101896,-0.103097455015494,-0.0239853617213804,0.123363266729133,0.0935681400609229,-0.0762911421767964,-0.0884514356632241,-0.0387242377951236,-0.193803998668637,0.0772817629814962
"Afghanistan","AFG",2004-05-01,-0.105527757343341,-0.0150258749788273,-0.0329618607575288,0.126235874303827,0.148143453483232,-0.0690215294668759,0.0486661094435684,-0.0176608285513902,-0.117974900675658,0.14242210892053
"Afghanistan","AFG",2004-08-01,-0.124849192640755,-0.0936150010933264,-0.0906399338653208,0.0868294625958392,0.140127104714732,-0.0674296231093627,0.00208934938701852,-0.152736926198003,-0.101198092731809,-0.0051312715735578
"Afghanistan","AFG",2004-11-01,-0.126131425042812,-0.0295412135798174,-0.029451135838817,0.118007759179521,0.0837670201861494,-0.127765881195442,-0.0368918128736,-0.248026234251685,-0.126933852289049,0.0823064324342835
"Afghanistan","AFG",2005-05-01,-0.0982956556974786,-0.0962716254676598,-0.0132981441441942,0.159251262208998,0.0867065427951051,-0.131467955968009,0.0389760577560431,-0.129916065404566,-0.092302501040841,0.213928207354187
"Afghanistan","AFG",2005-08-01,-0.131172037219402,-0.0526659898086079,-0.100093043808495,-0.0345072650192228,0.101227706083172,-0.0660967459447613,-0.134349377241839,0.0102524438684265,-0.153980220264787,0.100102840341429
"Afghanistan","AFG",2005-11-01,-0.126480498250256,-0.0699605992269309,-0.0951056895361428,0.01394187122737,-0.00696641993460104,-0.0675315718284003,-0.105343274281517,-0.135704583944659,-0.168299738757129,0.131385580524711
"Afghanistan","AFG",2006-02-01,-0.152270455155669,-0.0741085211353533,-0.103766176126519,-0.0256400152914678,0.00044787032141674,-0.015047536460515,-0.0598759450746108,0.0775430955029092,-0.118193850054414,0.237953372499117
"Afghanistan","AFG",2006-04-01,-0.149622974087548,-0.0776233763649972,-0.0138416751763179,0.0194811303603893,0.0152910029494492,-0.0372538758102192,-0.0390239886360693,-0.0617412414691899,-0.202464510177719,0.254773802029446
"Afghanistan","AFG",2006-07-01,-0.111377616977014,-0.102743847834509,-0.0508687659204237,-0.0974560915923951,0.0348638687359068,-0.0866720033984844,-0.0461720509691612,-0.040972443467564,-0.062823419189856,0.110507628373357
"Afghanistan","AFG",2006-10-01,-0.112412063403904,-0.0509639380239925,-0.0588843934406295,0.020593154544456,0.0916657174679294,0.0394483843475732,0.00388151402757853,0.0162041583884418,-0.212216082753018,0.121017297593306
"Afghanistan","AFG",2007-01-01,-0.106648698345892,-0.0214528655282549,-0.0492651326764368,-0.0381911922141346,0.100627558387727,0.0256385914775465,-0.0417167370706822,-0.0866224018640892,-0.13663613156445,0.15297556965353
"Afghanistan","AFG",2007-04-01,-0.133829197812903,-0.083469694569421,0.0117782577668313,0.0223607216430434,0.0223052614245384,-0.0650193907722564,0.0106198415983414,-0.0392464583024105,-0.14974866045279,0.202819656950506
"Afghanistan","AFG",2007-07-01,-0.115587609847402,-0.103378523150067,-0.0250065376233426,0.0483692785932652,0.0763995161609876,-0.0925318031156568,-0.117619979906185,-0.0234382789227924,-0.196368014119055,0.140938200989017
"Afghanistan","AFG",2007-10-01,-0.102416247764097,-0.138732319127711,0.0139737708181811,0.0433637188735617,0.0130501438827774,-0.0746367442431767,-0.0640042338160512,0.0424193083602259,-0.144230991917576,0.127385299828081
"Albania","ALB",2003-05-01,-0.0856081698485032,0.078242116028509,-0.204825813372636,-0.112924837550829,-0.00374385364721873,-0.00815439256864203,-0.183958946720773,0.0178630627040866,-0.177672711385595,0.192987040749098
"Albania","ALB",2003-08-01,-0.0533294245869732,0.107034603764043,-0.177455900700675,-0.117716429144228,-0.0637449502883096,0.106967487313056,-0.0643293594353005,0.248000938603091,-0.131650441979974,0.0603258906399632
"Albania","ALB",2003-11-01,-0.0509868168790255,0.111917592777792,-0.17637722751653,-0.137262571241351,0.00986794132498917,0.150316493642731,-0.0331198377861366,0.277649712183409,-0.110319351705581,-0.0508817583760923
"Albania","ALB",2004-02-01,-0.105571170956918,0.11887905335158,-0.176000053862069,-0.131082993168418,0.0567876466129751,0.0564105398229375,-0.139028464504285,0.278945477525268,-0.194904936733461,-0.0973902454938055
"Albania","ALB",2004-05-01,-0.0892416574244956,0.0820331007508631,-0.0919347902822133,-0.114411615918407,-0.0370946847903928,0.127492079317994,-0.117169846847257,0.279728664592674,-0.0173292790158742,0.0249784384808259
"Albania","ALB",2004-08-01,-0.057036592748843,0.123316244004605,-0.193195048421691,-0.104045264752474,0.0898209475712871,0.158129813791627,-0.196304571036754,0.168450042172059,0.0274912022857599,-0.010356417625406
"Albania","ALB",2004-11-01,-0.0260295041988874,0.090998635725813,-0.226771267007922,-0.130283546432018,0.0219398183286408,0.108728452903303,-0.133871491963491,0.0235881682504135,0.0501134399537016,-0.00762815888930164
