"country","iso3c","date","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10"
"Afghanistan","AFG","2003-02-01",-0.0771337348699372,-0.132814303460965,0.113021614105998,-0.139102253059741,-0.0136254356448615,0.414342272264022,0.143870728447373,0.142639566318278,0.0593596725276175,-0.186099942362233
"Afghanistan","AFG","2003-05-01",-0.127311429237855,-0.1025466217415,0.0587489095069011,-0.0371165467410518,-0.128683486634422,0.42525639529376,0.0825907034464091,0.0433639284680188,-0.0375312954829748,-0.0716118381428814
"Afghanistan","AFG","2003-11-01",-0.12035146511163,-0.138861361488257,0.0196158121023318,-0.0422691044414547,-0.157317787105722,0.344764162323061,0.0782389910666605,0.00475753289308866,-0.148312425587177,-0.120118140131105
"Afghanistan","AFG","2004-02-01",-0.145367785632529,-0.0440202901478184,0.0530122163528189,-0.0723299666595115,0.0097358737264981,0.247469539493435,-0.0016137024395883,0.00107882853929136,-0.178103204580801,-0.186477723181782
"Afghanistan","AFG","2004-05-01",-0.116666992778764,-0.058708740001731,-0.0486140567513326,0.00999060987824479,-0.192256949473723,0.303859791154868,0.0282126089416496,0.0227629693448216,-0.0494655178655064,0.0209718187544308
"Afghanistan","AFG","2004-08-01",-0.144298445196355,-0.103002945273545,0.0334830178328714,-0.0293573625408245,-0.110004566967996,0.288622636152431,0.0483278171269065,-0.103559062762972,-0.0379724428745094,-0.148465122990475
"Afghanistan","AFG","2004-11-01",-0.113292347695653,-0.0578477846455935,-0.011444043583019,-0.00817304536045978,-0.132363554343181,0.12762560233977,0.0697080378498196,-0.0980433658339298,-0.163961902832524,-0.214435724460323
"Afghanistan","AFG","2005-05-01",-0.133444398437266,-0.0205598207277328,0.0260717676673327,-0.0960317377108921,-0.116035782929631,0.282055280548795,0.139938315675037,0.105774289717298,-0.0709404857939427,-0.18304733191526
"Afghanistan","AFG","2005-08-01",-0.118060397750405,-0.153229014496162,0.0266607280120732,0.0533610127767876,0.116181903667232,0.141568188543543,0.0640168119838342,0.0805495923352276,-0.149421249763532,-0.115012021813154
"Afghanistan","AFG","2005-11-01",-0.135082158137476,-0.0938885218706366,0.0555374780467611,0.00150528462833293,-0.00933110484596923,0.0234312372744329,-0.0205568761779111,0.0290339240352179,-0.202178165049181,-0.170294869814561
"Afghanistan","AFG","2006-02-01",-0.136444503449448,-0.169227429163262,0.0829551575442111,0.0340273370093066,0.0797521735120021,0.0353822427336788,-0.0997948956353187,0.176413092446954,-0.118124749534436,-0.128530567648651
"Afghanistan","AFG","2006-04-01",-0.141843557876438,-0.0428333447150252,0.0685097997117917,0.0469685507995613,-0.0524362477848169,0.0984718708732913,0.0292109217240844,0.0279626678719548,-0.14566142470527,-0.186253593956191
"Afghanistan","AFG","2006-07-01",-0.112293479984434,-0.0934173029452219,0.110871942079262,0.0791954587744367,0.0465350456368742,0.02493927322879,0.041643170773283,0.0901928662670094,-0.079307040062134,-0.0497470428661117
"Afghanistan","AFG","2006-10-01",-0.101180448495441,-0.113492903477232,0.0605901065901841,0.0687202144788481,-0.0360940752035417,0.133288751031028,-0.131790431139628,-0.00347288016194867,-0.103780748035574,0.0278595277640643
"Afghanistan","AFG","2007-01-01",-0.100241242003176,-0.0715232654472826,0.0391280754260626,0.0840566457883631,0.034505049229092,0.0888612183418941,-0.0539455260405273,-0.0515291626650003,-0.042106753742819,-0.0919749105832955
"Afghanistan","AFG","2007-04-01",-0.131804003980404,-0.0255797258760255,0.0940224299314285,0.0867069211414376,-0.074847398892011,0.123570236242762,-0.0394493009887942,0.0456941256144551,-0.136117289402219,-0.172848837447008
"Afghanistan","AFG","2007-07-01",-0.125737071989159,-0.078949160611898,0.0807663896198336,0.00299705589126671,-0.0147615181038315,0.137811101815575,0.021975727453218,0.07297708749371,-0.12710034405428,-0.0438597786070132
"Afghanistan","AFG","2007-10-01",-0.118890009731929,-0.0142977026327592,0.120161429878636,-0.00919680336047105,-0.0593982573965968,0.0913793906147189,-0.0766622843482836,0.102308985335049,-0.0506278826044219,-0.0845229076318965
"Afghanistan","AFG","2008-01-01",-0.143289237240404,-0.0662090034243378,0.156910446547956,0.00452947088900048,0.0429322712746787,0.048156273464858,-0.0285545456089469,0.0704707724422577,-0.147430687626334,-0.0197804030129997
"Afghanistan","AFG","2008-04-01",-0.11563348628411,-0.0986683030496106,0.0646056752597175,0.0950971411052529,0.14807079632409,0.0808381399640173,-0.042920960584126,0.0155546281286206,-0.159559453482295,-0.0888219297154948
"Afghanistan","AFG","2008-07-01",-0.142174107289134,-0.0474603725512488,0.0898529045844998,0.014317918147816,-0.0626654796878052,0.0371573789530144,0.0798669533519978,0.0941241564067844,-0.0478924161245976,-0.132157663192416
"Afghanistan","AFG","2009-01-01",-0.0919224941286048,-0.0549361688197867,0.0526279309798516,-0.0551895061836751,-0.0313445844885684,0.240568084034577,0.189702938666359,-0.0521097395049784,0.0183713276905779,-0.034477521274188
"Afghanistan","AFG","2009-04-01",-0.108695203760288,-0.0622402478193882,0.0981450416526854,-0.0103100883404599,-0.0241530345722074,0.100289408926847,0.206458311421195,0.109120168008072,0.0232047572751744,-0.0583241360804664
