"country","iso3c","date","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C1_ma"
"Afghanistan","AFG",2003-02-01,0.270667376755827,0.174111127555419,0.404053623535043,0.573911716767519,0.277334202263707,0.435499300222137,0.326897247957033,0.393723304172345,0.484794575453342,0.370310325401301,NA
"Afghanistan","AFG",2003-05-01,0.1521208860234,0.274136457545682,0.433417786550026,0.53777568091364,0.269819992527438,0.53342473770688,0.282065756413586,0.40885909883606,0.407342368474742,0.494803309886988,0.211394131389614
"Afghanistan","AFG",2003-11-01,0.178048336965743,0.326337469721842,0.359073535431549,0.552062150422203,0.274473406381257,0.538870457096209,0.341063146497164,0.453625387570972,0.511943932536649,0.527544322758068,0.165084611494572
"Afghanistan","AFG",2004-02-01,0.162093416326995,0.260609366154826,0.503168054410987,0.505487728964296,0.338604111674874,0.548781091940386,0.371637404916696,0.558041306383936,0.334066967581956,0.502751675705166,0.170070876646369
"Afghanistan","AFG",2004-05-01,0.18194487295315,0.421633479680627,0.500739393605361,0.495401500626189,0.294606331177557,0.581704055015986,0.318331829659203,0.412501240751782,0.421369846507867,0.444114664155933,0.172019144640072
"Afghanistan","AFG",2004-08-01,0.10069741579856,0.288492187003629,0.404969813003686,0.477923921839443,0.35292421619672,0.491241783695399,0.341763799863412,0.417788768799807,0.326914613627189,0.502614438634583,0.141321144375855
"Afghanistan","AFG",2004-11-01,0.1103651454226,0.419832978930912,0.500898389273856,0.533851915686026,0.43361633258859,0.432795773440325,0.272390175980733,0.430555079032223,0.213916313803763,0.459711922222517,0.10553128061058
"Afghanistan","AFG",2005-05-01,0.167464052009711,0.285684451185646,0.540369298029575,0.589008136492746,0.396027268934651,0.506907459520688,0.248361872583391,0.436241955482034,0.333276472082368,0.3957823141705,0.138914598716156
"Afghanistan","AFG",2005-08-01,0.110105583777343,0.362546164798069,0.359534663672106,0.307336351940549,0.468116651862002,0.438825702664019,0.47584142827042,0.519500591267776,0.455998526783791,0.505565756620336,0.138784817893527
"Afghanistan","AFG",2005-11-01,0.113057835830722,0.333669007695159,0.375725763073326,0.398110288053483,0.540353122637291,0.52663682224634,0.419195480174039,0.533265951277233,0.317065312470456,0.481992890532344,0.111581709804032
"Afghanistan","AFG",2006-02-01,0.0411038978176079,0.327278309683941,0.354193702312513,0.343416279445185,0.570718644787156,0.543400719118036,0.515099320707503,0.483172227736115,0.503314078155222,0.489658639307933,0.0770808668241651
"Afghanistan","AFG",2006-04-01,0.0486966311970426,0.3101211828079,0.499030607459521,0.375815573807383,0.520305914409446,0.532760816089508,0.422248491805599,0.482086037529969,0.342795731932916,0.51888466184215,0.0449002645073253
"Afghanistan","AFG",2006-07-01,0.159041450640616,0.250088807971891,0.431394122510602,0.24888132201622,0.576360654873301,0.454013214500054,0.438191258994206,0.471044980452172,0.45296328087703,0.461729412611726,0.103869040918829
"Afghanistan","AFG",2006-10-01,0.156103368517013,0.351884951350283,0.427486557917495,0.38706527706921,0.410902290961832,0.570229497830215,0.488101845914329,0.414626618633273,0.432505932806427,0.555001307125927,0.157572409578815
"Afghanistan","AFG",2007-01-01,0.193591980150836,0.410640975373205,0.429753613113414,0.311460853696979,0.476116948634758,0.456852668751581,0.501668494599271,0.391451117547521,0.345128232079512,0.55201602987067,0.174847674333925
"Afghanistan","AFG",2007-04-01,0.0990148080156908,0.281481964329979,0.564673697128238,0.353158880170939,0.465824884849827,0.593923964210251,0.357695390784865,0.451507193867429,0.361171172592838,0.491956349756173,0.146303394083263
"Afghanistan","AFG",2007-07-01,0.140874325640338,0.259140825861237,0.484450370857809,0.418838896818721,0.415801040301369,0.496881803132835,0.400688032118407,0.550051060202624,0.383806190782482,0.477135129802245,0.119944566828015
"Afghanistan","AFG",2007-10-01,0.169634632625608,0.174586580246515,0.548916601847212,0.433286273780105,0.462261209978947,0.580651608651489,0.434495075517275,0.52880484918852,0.459012017272565,0.447603432683227,0.155254479132973
"Afghanistan","AFG",2008-01-01,0.058518013041876,0.232101436718733,0.445660451540494,0.389030475637677,0.554939797266985,0.52071629568199,0.494406313827844,0.486446464104787,0.518967810882554,0.596611443002017,0.114076322833742
"Afghanistan","AFG",2008-04-01,0.140527737145578,0.406197940386377,0.377373665657565,0.268553907370004,0.469220634689704,0.461610327492151,0.543756552804935,0.517369217269317,0.491137235387701,0.547639696242659,0.0995228750937273
"Afghanistan","AFG",2008-07-01,0.0667527905569575,0.276308724468187,0.483977209287999,0.377587039972172,0.608452029986001,0.562543126154207,0.376666104080362,0.498724115200015,0.463763768743605,0.457915625668885,0.103640263851268
"Afghanistan","AFG",2009-01-01,0.24513878862835,0.323837662148243,0.467033348137695,0.546149635406136,0.42856238246252,0.337506826782657,0.292006790550451,0.297692348472712,0.413798048923019,0.506149992843295,0.155945789592654
"Afghanistan","AFG",2009-04-01,0.179615096465216,0.212846743880885,0.416867500292031,0.452365262532817,0.584920494940353,0.396851624622162,0.302095871847111,0.341528769709562,0.564462379814758,0.500492546660491,0.212376942546783
"Afghanistan","AFG",2009-07-01,0.113236655854956,0.246871230199138,0.426968640971707,0.335857243227485,0.490082022387628,0.472009117869456,0.367647314807897,0.447121935436317,0.490836843660355,0.564244828632635,0.146425876160086
"Afghanistan","AFG",2009-10-01,0.155817147841258,0.160991493657701,0.421195797544117,0.336215016858677,0.502415628950024,0.479580868972722,0.282292676721803,0.443390838481488,0.532412505881898,0.447086451453975,0.134526901848107
