"iso3c","country","date","c2_finstress_clean"
"ARM","Armenia","2008-11-01",0.332005907601257
"ARM","Armenia","2009-02-01",0.415269434037273
"ARM","Armenia","2009-05-01",0.449489974155333
"ARM","Armenia","2009-08-01",0.49382822075077
"ARM","Armenia","2009-11-01",0.480662673527628
"ARM","Armenia","2010-02-01",0.525997246223924
"ARM","Armenia","2010-08-01",0.549816977591741
"ARM","Armenia","2010-11-01",0.570082154072315
"ARM","Armenia","2011-02-01",0.65111292912873
"ARM","Armenia","2011-05-01",0.685697289703521
"ABW","Aruba","2003-12-01",0.732019789997397
"ABW","Aruba","2004-03-01",0.744327818336143
"ABW","Aruba","2004-12-01",0.732992347311508
"ABW","Aruba","2005-06-01",0.64066219823954
"ABW","Aruba","2005-09-01",0.597598195660664
"ABW","Aruba","2005-12-01",0.624978889051624
"ABW","Aruba","2006-03-01",0.724807434061566
"ABW","Aruba","2006-06-01",0.671113442140476
"ABW","Aruba","2006-09-01",0.665854855878407
"ABW","Aruba","2006-12-01",0.728756164047513
"ABW","Aruba","2007-03-01",0.727128881599361
"ABW","Aruba","2007-06-01",0.726015077718002
"ABW","Aruba","2007-09-01",0.687269851753983
"ABW","Aruba","2007-12-01",0.571986389316801
"ABW","Aruba","2008-03-01",0.583741444149502
"ABW","Aruba","2008-06-01",0.711336026601428
"ABW","Aruba","2008-09-01",0.67725336199538
"ABW","Aruba","2008-12-01",0.504180245660707
"ABW","Aruba","2009-03-01",0.472688142820972
"ABW","Aruba","2009-06-01",0.566303547634613
"ABW","Aruba","2009-12-01",0.476614048459055
"ABW","Aruba","2010-03-01",0.409970582041852
"ABW","Aruba","2010-06-01",0.478833202741378
"ABW","Aruba","2010-12-01",0.582095106199732
"ABW","Aruba","2011-03-01",0.569557326088582
"ABW","Aruba","2011-06-01",0.537776292004335
"AUS","Australia","2003-02-01",0.571203808510019
"AUS","Australia","2003-03-01",0.706080081362132
"AUS","Australia","2003-04-01",0.587649017984157
"AUS","Australia","2003-05-01",0.617347965192591
"AUS","Australia","2003-07-01",0.578549246647516
"AUS","Australia","2003-08-01",0.537155388339692
"AUS","Australia","2003-09-01",0.711893424868022
"AUS","Australia","2003-10-01",0.541043526377223
"AUS","Australia","2003-11-01",0.483367974457285
"AUS","Australia","2003-12-01",0.564459490101026
"AUS","Australia","2004-01-01",0.41201628130368
"AUS","Australia","2004-02-01",0.451401728608794
"AUS","Australia","2004-03-01",0.593844414412322
"AUS","Australia","2004-04-01",0.462132475660734
"AUS","Australia","2004-07-01",0.329319688853901
"AUS","Australia","2004-08-01",0.456361237619483
"AUS","Australia","2004-09-01",0.609305341119563
"AUS","Australia","2004-10-01",0.526414768179866
"AUS","Australia","2004-11-01",0.46857544693676
"AUS","Australia","2004-12-01",0.526915161457622
"AUS","Australia","2005-01-01",0.459416530184511
"AUS","Australia","2005-02-01",0.458257483765896
"AUS","Australia","2005-03-01",0.56538389970129
"AUS","Australia","2005-04-01",0.478694152725816
"AUS","Australia","2005-05-01",0.416252504059741
"AUS","Australia","2005-06-01",0.488452602950207
"AUS","Australia","2005-07-01",0.418770925171897
"AUS","Australia","2005-08-01",0.429408519010176
"AUS","Australia","2005-09-01",0.526263976481019
"AUS","Australia","2005-11-01",0.620194938617598
"AUS","Australia","2005-12-01",0.704071891103897
"AUS","Australia","2006-01-01",0.593152672608247
"AUS","Australia","2006-02-01",0.529996499279186
"AUS","Australia","2006-03-01",0.549558139000622
"AUS","Australia","2006-04-01",0.479944849159128
"AUS","Australia","2006-05-01",0.586183807955316
"AUS","Australia","2006-06-01",0.655682291997059
"AUS","Australia","2006-07-01",0.445744980059451
"AUS","Australia","2006-09-01",0.466438922710718
"AUS","Australia","2006-12-01",0.573495896989793
"AUS","Australia","2007-01-01",0.542620795407629
"AUS","Australia","2007-02-01",0.525179369730733
"AUS","Australia","2007-03-01",0.501400888213394
"AUS","Australia","2007-04-01",0.499766871438913
"AUS","Australia","2007-06-01",0.541609749232873
"AUS","Australia","2007-07-01",0.493378262627561
"AUS","Australia","2007-08-01",0.443668052564078
"AUS","Australia","2007-09-01",0.497484132228793
"AUS","Australia","2007-10-01",0.467914847087608
"AUS","Australia","2007-11-01",0.438436002992224
"AUS","Australia","2007-12-01",0.445489318177022
"AUS","Australia","2008-01-01",0.417670614621171
"AUS","Australia","2008-02-01",0.422268608576311
"AUS","Australia","2008-03-01",0.369159418419248
"AUS","Australia","2008-04-01",0.315590195394925
"AUS","Australia","2008-05-01",0.347261561966394
"AUS","Australia","2008-06-01",0.331111825768295
"AUS","Australia","2008-07-01",0.379928864403888
"AUS","Australia","2008-08-01",0.343365621998045
"AUS","Australia","2008-09-01",0.263501568155129
"AUS","Australia","2008-10-01",0.315622192517711
"AUS","Australia","2008-11-01",0.378033383048445
"AUS","Australia","2008-12-01",0.39693043541287
"AUS","Australia","2009-01-01",0.411039538043194
"AUS","Australia","2009-02-01",0.389539699807155
"AUS","Australia","2009-03-01",0.329854003726775
"AUS","Australia","2009-04-01",0.378330175906196
"AUS","Australia","2009-05-01",0.460106927315351
"AUS","Australia","2009-06-01",0.507802044211206
"AUS","Australia","2009-07-01",0.488039731984952
"AUS","Australia","2009-08-01",0.438495452961786
"AUS","Australia","2009-09-01",0.453792101904269
"AUS","Australia","2009-10-01",0.574870472723673
"AUS","Australia","2009-11-01",0.606937150838385
"AUS","Australia","2009-12-01",0.568672541402229
"AUS","Australia","2010-01-01",0.612536664328634
"AUS","Australia","2010-02-01",0.56523558889942
"AUS","Australia","2010-04-01",0.56829916366791
"AUS","Australia","2010-05-01",0.635574283169648
"AUS","Australia","2010-06-01",0.59415879954773
"AUS","Australia","2010-07-01",0.522502448193027
"AUS","Australia","2010-08-01",0.527832588537143
"AUS","Australia","2010-09-01",0.632535261204686
"AUS","Australia","2010-10-01",0.624837913126354
"AUS","Australia","2010-11-01",0.607631659331707
"AUS","Australia","2010-12-01",0.568403200741431
"AUS","Australia","2011-02-01",0.419350185994685
"AUS","Australia","2011-03-01",0.437424264783107
"AUS","Australia","2011-04-01",0.534689487271112
"AUS","Australia","2011-05-01",0.599564256223324
"AUS","Australia","2011-06-01",0.654115098338223
"AUT","Austria","2003-02-01",0.634827861740207
"AUT","Austria","2003-03-01",0.81309232272338
"AUT","Austria","2003-04-01",0.783264435984397
"AUT","Austria","2003-05-01",0.644097917926943
"AUT","Austria","2003-07-01",0.66637272158348
"AUT","Austria","2003-08-01",0.6132385384047
"AUT","Austria","2003-09-01",0.59449074515831
"AUT","Austria","2003-10-01",0.792866189187396
"AUT","Austria","2003-11-01",0.627897525952019
"AUT","Austria","2003-12-01",0.593161479673577
