"word_stem","variable_importance"
"usbarrel",1.73596923994595e-05
"usbn",2.83268023607693e-05
"usm",0.00176404400021806
"view",4.01391655238461e-06
"visit",1.41717426069353e-05
"volatil",4.41264108395407e-06
"volum",1.54318435071409e-06
"vote",1.46200384172057e-06
"vulner",1.96804026933278e-06
"wage",1.32274405141783e-05
"war",1.46348124746391e-06
"warn",1.48835963679345e-06
"water",1.94915243285217e-06
"weak",2.52918693290377e-05
"weaken",2.81494257030975e-05
"weaker",2.21046422777245e-05
"week",1.15999426388835e-06
"western",1.8734090294405e-06
"wide",2.59636011008383e-06
"widen",2.42330818168531e-05
"wider",5.72782821525477e-07
"win",5.93933709795862e-07
"withdraw",1.89991602872787e-06
"work",2.11167590505546e-05
"worker",2.06060402984673e-06
"world",4.41516684447151e-05
"worsen",2.09203111933186e-07
"worth",9.51892247607582e-06
"year",8.524438216647e-05
"yearearli",1.31703632797579e-06
"yearend",6.68562874545316e-06
"years",1.17809958457233e-05
"yearyear",7.72704314536541e-06
"yield",2.10874798260803e-06
"zone",2.95680374665448e-06
